id,Fiscal Year Released,Recidivism Reporting Year,Main Supervising District,Release Type,Race - Ethnicity,Age At Release,Sex,Offense Classification,Offense Type,Offense Subtype,Return to Prison,Days to Return,Recidivism Type,New Offense Classification,New Offense Type,New Offense Sub Type,Target Population,Race,Ethnicity
162,2010,2013,7JD,Parole,Black - Non-Hispanic,45-54,Male,Felony - Enhanced,Property,Forgery/Fraud,Yes,880.0,Tech,,,,Yes,Black , Non-Hispanic
163,2010,2013,5JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
164,2010,2013,4JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,Yes,134.0,Tech,,,,Yes,White , Non-Hispanic
165,2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
166,2010,2013,7JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
167,2010,2013,2JD,Parole,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
168,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,283.0,New,D Felony,Property,Theft,No,White , Non-Hispanic
169,2010,2013,4JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,95.0,New,Serious Misdemeanor,Public Order,Flight/Escape,Yes,White , Non-Hispanic
170,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,C Felony,Violent,Assault,Yes,547.0,Tech,,,,No,White , Non-Hispanic
171,2010,2013,1JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,Yes,1037.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes,Black , Non-Hispanic
172,2010,2013,8JD,Parole,Black - Non-Hispanic,45-54,Female,C Felony,Property,Theft,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
173,2010,2013,3JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Weapons,No,,No Recidivism,,,,Yes,White , Non-Hispanic
174,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Felony - Enhanced,Property,Burglary,No,,No Recidivism,,,,No,White , Non-Hispanic
175,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,500.0,New,C Felony,Violent,Robbery,No,White , Non-Hispanic
176,2010,2013,5JD,Special Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Sex,No,,No Recidivism,,,,Yes,White , Non-Hispanic
177,2010,2013,7JD,Parole,Black - Non-Hispanic,55 and Older,Male,D Felony,Drug,Drug Possession,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
178,2010,2013,NSD,Discharged – End of Sentence,White - Hispanic,Under 25,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,No,White , Hispanic
179,2010,2013,NSD,Discharged – End of Sentence,White - Hispanic,Under 25,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,No,White , Hispanic
180,2010,2013,3JD,Parole,American Indian or Alaska Native - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,341.0,Tech,,,,Yes,American Indian or Alaska Native , Non-Hispanic
181,2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Property,Forgery/Fraud,Yes,511.0,Tech,,,,Yes,White , Non-Hispanic
182,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,1035.0,New,Aggravated Misdemeanor,Property,Theft,No,White , Non-Hispanic
183,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes,White , Non-Hispanic
184,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,No,,No Recidivism,,,,No,White , Non-Hispanic
185,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,No,,No Recidivism,,,,No,White , Non-Hispanic
186,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,Other Felony (Old Code),Violent,Murder/Manslaughter,No,,No Recidivism,,,,No,White , Non-Hispanic
187,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,Other Felony (Old Code),Violent,Murder/Manslaughter,No,,No Recidivism,,,,No,White , Non-Hispanic
188,2010,2013,6JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,293.0,Tech,,,,Yes,White , Non-Hispanic
189,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,Yes,305.0,New,D Felony,Public Order,OWI,Yes,White , Non-Hispanic
190,2010,2013,7JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,Yes,White , Non-Hispanic
191,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes,White , Non-Hispanic
192,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,Black , Non-Hispanic
193,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,Black , Non-Hispanic
194,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,Black , Non-Hispanic
195,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,Black , Non-Hispanic
196,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,Black , Non-Hispanic
197,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,Black , Non-Hispanic
198,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,Black , Non-Hispanic
199,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,Under 25,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,Black , Non-Hispanic
200,2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes,White , Non-Hispanic
201,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,377.0,New,D Felony,Property,Theft,No,White , Non-Hispanic
202,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,Yes,473.0,New,Aggravated Misdemeanor,Property,Vandalism,No,Black , Non-Hispanic
203,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Public Order,Weapons,Yes,776.0,New,Aggravated Misdemeanor,Property,Vandalism,No,White , Non-Hispanic
204,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Female,D Felony,Property,Theft,No,,No Recidivism,,,,No,Black , Non-Hispanic
205,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Female,D Felony,Property,Theft,No,,No Recidivism,,,,No,Black , Non-Hispanic
206,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Female,D Felony,Property,Theft,No,,No Recidivism,,,,No,Black , Non-Hispanic
207,2010,2013,1JD,Parole,American Indian or Alaska Native - Non-Hispanic,35-44,Female,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes,American Indian or Alaska Native , Non-Hispanic
208,2010,2013,8JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,Yes,White , Non-Hispanic
209,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Property,Theft,Yes,411.0,New,Aggravated Misdemeanor,Public Order,Traffic,No,White , Non-Hispanic
210,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,Black , Non-Hispanic
211,2011,2014,8JD,Parole,White - Hispanic,35-44,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes,White , Hispanic
212,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,Black , Non-Hispanic
213,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,No,Black , Non-Hispanic
214,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Felony - Enhanced,Drug,Trafficking,Yes,1094.0,New,Aggravated Misdemeanor,Public Order,Traffic,No,White , Non-Hispanic
215,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,342.0,Tech,,,,Yes,White , Non-Hispanic
216,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Property,Theft,Yes,262.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,White , Non-Hispanic
217,2010,2013,4JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Arson,No,,No Recidivism,,,,Yes,White , Non-Hispanic
218,2010,2013,NSD,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,392.0,New,D Felony,Drug,Trafficking,No,American Indian or Alaska Native , Non-Hispanic
219,2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,470.0,New,C Felony,Drug,Trafficking,Yes,White , Non-Hispanic
220,2010,2013,NSD,Discharged – End of Sentence,White - Hispanic,Under 25,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,No,White , Hispanic
221,2010,2013,3JD,Parole,White - Non-Hispanic,Under 25,Male,C Felony,Property,Burglary,Yes,218.0,Tech,,,,Yes,White , Non-Hispanic
222,2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
223,2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
224,2010,2013,3JD,Parole,White - Hispanic,55 and Older,Female,D Felony,Public Order,OWI,Yes,202.0,Tech,,,,Yes,White , Hispanic
225,2010,2013,5JD,Parole,White - Hispanic,Under 25,Male,C Felony,Property,Burglary,No,,No Recidivism,,,,Yes,White , Hispanic
226,2010,2013,NSD,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No,White , Hispanic
227,2010,2013,NSD,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Property,Burglary,No,,No Recidivism,,,,No,White , Hispanic
228,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
229,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
230,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
231,2010,2013,6JD,Parole,White - Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,252.0,Tech,,,,Yes,White , Hispanic
232,2010,2013,1JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Theft,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
233,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,No,White , Non-Hispanic
234,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Burglary,No,,No Recidivism,,,,No,White , Non-Hispanic
235,2010,2013,7JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Violent,Sex,No,,No Recidivism,,,,Yes,White , Non-Hispanic
236,2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,178.0,Tech,,,,Yes,White , Non-Hispanic
237,2010,2013,6JD,Parole,White - Non-Hispanic,Under 25,Female,D Felony,Drug,Other Drug,Yes,159.0,Tech,,,,Yes,White , Non-Hispanic
238,2010,2013,4JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,No,,No Recidivism,,,,Yes,White , Non-Hispanic
239,2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
240,2010,2013,2JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,457.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,Black , Non-Hispanic
241,2010,2013,6JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,OWI,No,,No Recidivism,,,,Yes,White , Non-Hispanic
242,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
243,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
244,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
245,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,No,Black , Non-Hispanic
246,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Property,Vandalism,No,,No Recidivism,,,,No,Black , Non-Hispanic
247,2010,2013,NSD,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,Yes,103.0,New,D Felony,Property,Burglary,No,Black , Non-Hispanic
248,2010,2013,3JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Trafficking,No,,No Recidivism,,,,Yes,White , Non-Hispanic
249,2010,2013,3JD,Special Sentence,White - Non-Hispanic,Under 25,Male,Aggravated Misdemeanor,Violent,Sex,Yes,86.0,Tech,,,,Yes,White , Non-Hispanic
250,2010,2013,3JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes,White , Non-Hispanic
251,2010,2013,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,26.0,Tech,,,,Yes,Black , Non-Hispanic
252,2010,2013,7JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,,No Recidivism,,,,Yes,Black , Non-Hispanic
253,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
254,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
255,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
256,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
257,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
258,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
259,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
260,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
261,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
262,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
263,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
264,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
265,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
266,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
267,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
268,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
269,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
270,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
271,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White , Non-Hispanic
272,2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,Yes,66.0,Tech,,,,Yes,White , Non-Hispanic
273,2010,2013,1JD,Parole,White - Non-Hispanic,45-54,Female,C Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
274,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,383.0,New,C Felony,Drug,Trafficking,Yes,White , Non-Hispanic
275,2010,2013,1JD,Parole,White - Non-Hispanic,45-54,Female,Felony - Enhanced,Public Order,Flight/Escape,Yes,385.0,New,D Felony,Property,Theft,Yes,White , Non-Hispanic
276,2010,2013,8JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Alcohol,No,,No Recidivism,,,,Yes,White , Non-Hispanic
277,2010,2013,7JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,No,,No Recidivism,,,,Yes,White , Non-Hispanic
278,2010,2013,5JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,Flight/Escape,Yes,240.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes,Black , Non-Hispanic
279,2010,2013,4JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,456.0,Tech,,,,Yes,White , Non-Hispanic
280,2010,2013,1JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,385.0,Tech,,,,Yes,White , Non-Hispanic
281,2010,2013,1JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,173.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Black , Non-Hispanic
282,2010,2013,5JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,160.0,Tech,,,,Yes,White , Non-Hispanic
283,2010,2013,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,912.0,New,C Felony,Drug,Trafficking,Yes,Black , Non-Hispanic
284,2010,2013,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,174.0,Tech,,,,Yes,Black , Non-Hispanic
285,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,842.0,Tech,,,,Yes,White , Non-Hispanic
286,2010,2013,4JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Arson,No,,No Recidivism,,,,Yes,White , Non-Hispanic
287,2010,2013,2JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhanced,Violent,Murder/Manslaughter,No,,No Recidivism,,,,Yes,White , Non-Hispanic
288,2010,2013,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,1027.0,New,Serious Misdemeanor,Public Order,OWI,Yes,White , Non-Hispanic
289,2010,2013,NSD,Discharged – End of Sentence,White -,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,,No Recidivism,,,,No,White ,
290,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
291,2010,2013,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,No,,No Recidivism,,,,Yes,White , Non-Hispanic
292,2010,2013,NSD,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,228.0,Tech,,,,No,White , Non-Hispanic
293,2010,2013,2JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,Yes,1087.0,New,D Felony,Drug,Drug Possession,Yes,White , Non-Hispanic
294,2010,2013,3JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,133.0,New,D Felony,Drug,Trafficking,Yes,Black , Non-Hispanic
295,2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Public Order,Traffic,No,,No Recidivism,,,,Yes,White , Non-Hispanic
296,2010,2013,5JD,Parole,White - Non-Hispanic,Under 25,Male,D Felony,Property,Burglary,Yes,175.0,Tech,,,,Yes,White , Non-Hispanic
297,2010,2013,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,708.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,White , Non-Hispanic
298,2010,2013,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Other Drug,No,,No Recidivism,,,,Yes,White , Non-Hispanic
